;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF;Axesor URL;Dirección;Constitución;CNAE;SIC
181;ORGANIC MEDITERRANEAN FOOD, S.L.U.;Herbes de la Conca y Organic Mediterranean;120.000,00 €;01/12/2020;Tarragona;Cataluña;;;;;;
182;PARALLEL SOLUTIONS, S.L.;Parallel;150.000,00 €;01/12/2020;Barcelona;Cataluña;B67505586;;;;;
183;COTON ET BOIS IBÉRICA, S.L.;COTON ET BOIS;124.000,00 €;30/11/2020;Barcelona;Cataluña;;;;;;
184;KRIIM NATURAL COSMETICS, S.L.;Kriim Natural Cosmetics;180.000,00 €;26/11/2020;Barcelona;Cataluña;B67009662;;;;;
185;KRIIM NATURAL COSMETICS, S.L.;Kriim Natural Cosmetics;180.000,00 €;26/11/2020;Barcelona;Cataluña;B67009662;;;;;
186;THE OMMNIO COMMUNICATIONS, S.L.;Ommnio;90.000,00 €;24/11/2020;Barcelona;Cataluña;B67351460;;;;;
187;NEXT ELECTRIC MOTORS, S.L.;NEXT Electric Motors;173.000,00 €;20/11/2020;Alicante/Alacant;Comunitat Valenciana;B42529917;;;;;
188;AREA CLOUD BUSINESS, S.L.;ACB;212.000,00 €;20/11/2020;Barcelona;Cataluña;B66811696;;;;;
189;AREA CLOUD BUSINESS, S.L.;ACB;212.000,00 €;20/11/2020;Barcelona;Cataluña;B66811696;;;;;
190;TRAINING EXPERIENCE, S.L.;TRAINING EXPERIENCE;93.000,00 €;19/11/2020;Valencia/València;Comunitat Valenciana;B98831126;;;;;
191;EXETEN MEDITERRÁNEO, S.L.;WAU Technologies;115.000,00 €;19/11/2020;Murcia;Murcia, Región de;;;;;;
192;CAFÉ LEATHER SUPPLY, S.L.;Café Leather Supply;115.000,00 €;19/11/2020;Madrid;Madrid, Comunidad de;;;;;;
193;BRAND TO MARKET, S.L.;FILIATLY;75.000,00 €;19/11/2020;Madrid;Madrid, Comunidad de;B88560008;;;;;
194;PLUGNPLAY STUDIO, S.L.U.;PLUGNPLAY STUDIO;180.000,00 €;18/11/2020;Barcelona;Cataluña;;;;;;
195;CELEBREAK, S.L.;CELEBREAK;175.000,00 €;18/11/2020;Barcelona;Cataluña;B67168872;;;;;
196;THE MEET AND TRADE GROUP, S.L.;Apartool;270.000,00 €;17/11/2020;Barcelona;Cataluña;B66562653;;;;;
197;THE MEET AND TRADE GROUP, S.L.;Apartool;270.000,00 €;17/11/2020;Barcelona;Cataluña;B66562653;;;;;
198;DASAVA MOTOR, S.L.;DASAVA MOTOR;300.000,00 €;17/11/2020;Palencia;Castilla y León;B47711122;;;;;
199;AUMENTA SOLUTIONS, S.L.;AUMENTA SOLUTIONS;150.000,00 €;17/11/2020;Barcelona;Cataluña;B66054859;;;;;
200;ASGARD SPACE, S.L.;ASGARD SPACE;137.000,00 €;17/11/2020;Barcelona;Cataluña;B67255380;;;;;
201;ASGARD SPACE, S.L.;ASGARD SPACE;137.000,00 €;17/11/2020;Barcelona;Cataluña;B67255380;;;;;
202;PREDICTIVE RETENTION, S.L.;Cliente Satisfecho;50.000,00 €;16/11/2020;Valladolid;Castilla y León;B47797089;;;;;
203;BEJAOFIT, S.L.U.;beJAOFIT;180.000,00 €;16/11/2020;Barcelona;Cataluña;;;;;;
204;VIRTUAL WEB LICANCABUR, S.L.;SMARTBIOMETRIK;120.000,00 €;12/11/2020;Sevilla;Andalucía;B90471368;;;;;
205;TALENT CLASS, S.L.;TALENT CLASS;200.000,00 €;12/11/2020;Madrid;Madrid, Comunidad de;B88535075;;;;;
206;HACK A BOSS, S.L.;HQuality;130.000,00 €;12/11/2020;Coruña, A;Galicia;B70559190;;;;;
207;THE PREDICTIVE COMPANY, S.L.;THE PREDICTIVE COMPANY;50.000,00 €;11/11/2020;Barcelona;Cataluña;B67457440;;;;;
208;SERVICIOS DE SALUD NEUROLÓGICA, S.L.;NEUROFIT;200.000,00 €;11/11/2020;Badajoz;Extremadura;;;;;;
209;FELVIT ALTERNATIVE SOLUTIONS, S.L.;FELVIT ALTERNATIVE SOLUTIONS;210.000,00 €;11/11/2020;Madrid;Madrid, Comunidad de;B88196043;;;;;
210;SCENIKUS GLOBAL MARKETPLACE, S.L.;SCENIKUS;150.000,00 €;11/11/2020;Madrid;Madrid, Comunidad de;B88455373;;;;;
211;POLIN ET MOI, S.L.;Polin et Moi;52.000,00 €;11/11/2020;Madrid;Madrid, Comunidad de;B87225611;;;;;
212;WUNDER HEXICON, S.L.;WunderHexicon;40.000,00 €;05/11/2020;Palmas, Las;Canarias;B76183490;;;;;
213;WILOC TECHNOLOGIES, S.L.;WILOC;210.000,00 €;05/11/2020;Madrid;Madrid, Comunidad de;B88562293;;;;;
214;TECHHEROX, S.L.U.;TechheroX;75.000,00 €;05/11/2020;Córdoba;Andalucía;;;;;;
215;PASSPORTER TECHNOLOGIES, S.L.;PASSPORTER;250.000,00 €;05/11/2020;Valencia/València;Comunitat Valenciana;B98846298;;;;;
216;IMPLANTACIONES DE SUMINISTROS ENERGÉTICOS, S.L.;ISE;120.000,00 €;05/11/2020;Madrid;Madrid, Comunidad de;;;;;;
217;PANDABOX, S.L.;PANDABOX;140.000,00 €;05/11/2020;Castellón/Castelló;Comunitat Valenciana;B40537318;;;;;
218;GRUPO VIAJES AZCA, S.L.U.;Crucerum;250.000,00 €;04/11/2020;Barcelona;Cataluña;;;;;;
219;PROCERA TECHNOLOGIA, S.L.;Pibisi;90.000,00 €;04/11/2020;Madrid;Madrid, Comunidad de;B88059597;;;;;
220;PROCERA TECHNOLOGIA, S.L.;Pibisi;90.000,00 €;04/11/2020;Madrid;Madrid, Comunidad de;B88059597;;;;;
221;GATACA ESPAÑA, S.L.U.;Gataca;156.000,00 €;04/11/2020;Madrid;Madrid, Comunidad de;;;;;;
222;CUIDUM TECH, S.L.;Cuidum;222.000,00 €;03/11/2020;Valencia/València;Comunitat Valenciana;B98744550;;;;;
223;CUIDUM TECH, S.L.;Cuidum;222.000,00 €;03/11/2020;Valencia/València;Comunitat Valenciana;B98744550;;;;;
224;CUIDUM TECH, S.L.;Cuidum;222.000,00 €;03/11/2020;Valencia/València;Comunitat Valenciana;B98744550;;;;;
225;TRASPACAR AUTOMOBILE, S.L.;TRASPACAR;150.000,00 €;28/10/2020;Barcelona;Cataluña;B67407684;;;;;
226;SPORTS DATA INNOVATION, S.L.;Oliver;150.000,00 €;27/10/2020;Barcelona;Cataluña;B67378307;;;;;
227;3D INTERACTIVES SOLUTIONS, S.L.;3dclick;250.000,00 €;26/10/2020;Pontevedra;Galicia;B66818972;;;;;
228;SONOMA MUSIC VENTURES, S.L.;Music&Fun;180.000,00 €;26/10/2020;Madrid;Madrid, Comunidad de;B88333901;;;;;
229;FRESH LIVING GROUP, S.L.;Trioteca;210.000,00 €;26/10/2020;Barcelona;Cataluña;B67295873;;;;;
230;KUBBO SMART LOGISTICS, S.L.;Kubbo;196.000,00 €;24/10/2020;Barcelona;Cataluña;B67475624;;;;;
231;GENERAL DRONES, S.L.;GENERAL DRONES;227.000,00 €;22/10/2020;Valencia/València;Comunitat Valenciana;B98641335;;;;;
232;TRICOLOR BEARD, S.L.;Tricolorbeard;60.000,00 €;22/10/2020;Madrid;Madrid, Comunidad de;B88403399;;;;;
233;ERUDIT TECHNOLOGIES, S.L.U.;Erudit;180.000,00 €;22/10/2020;Madrid;Madrid, Comunidad de;;;;;;
234;AGUAS DE SOMIEDO, S.A.;AGUA DE SOMIEDO;210.000,00 €;22/10/2020;Asturias;Asturias, Principado de;A74167115;;;;;
235;HR NOMINAPRESS 360, S.L.;NominaPress;161.000,00 €;22/10/2020;Murcia;Murcia, Región de;B05532460;;;;;
236;DIGIMEVO, S.L.;DIGIMEVO;140.000,00 €;22/10/2020;Barcelona;Cataluña;B67294348;;;;;
237;BRIDGE EDUCATION, S.L.;THE BRIDGE;150.000,00 €;21/10/2020;Madrid;Madrid, Comunidad de;B67406967;;;;;
238;ADWATCH, S.L.;Adwatch;166.000,00 €;21/10/2020;Madrid;Madrid, Comunidad de;B88504303;;;;;
239;LUSTYCARE, S.L.;Youngplus by Lustycare;45.000,00 €;20/10/2020;Barcelona;Cataluña;B67325431;;;;;
240;VASQUIAT VFR, S.L.;VASQUIAT;150.000,00 €;16/10/2020;Barcelona;Cataluña;B67232462;;;;;
241;VASQUIAT VFR, S.L.;VASQUIAT;150.000,00 €;16/10/2020;Barcelona;Cataluña;B67232462;;;;;
242;LIVELINK VENTURES, S.L.;LIVELINK;195.000,00 €;15/10/2020;Sevilla;Andalucía;B90403213;;;;;
243;GANTABI, S.L.;GANTABI;200.000,00 €;15/10/2020;Madrid;Madrid, Comunidad de;B87761664;;;;;
244;FEEDECT ENTOGROUP, S.L.;FEEDECT;63.000,00 €;15/10/2020;Valencia/València;Comunitat Valenciana;B98960453;;;;;
245;AULART MASTERCLASS, S.L.;AULART;100.000,00 €;15/10/2020;Barcelona;Cataluña;B67089847;;;;;
246;INTERVIEW EXPERIENCE, S.L.;LaborFox;195.000,00 €;15/10/2020;Madrid;Madrid, Comunidad de;B88001615;;;;;
247;IXORIGUE TECHNOLOGIES, S.L.;IXORIGUE TECHNOLOGIES;145.000,00 €;15/10/2020;Madrid;Madrid, Comunidad de;B88382056;;;;;
248;BORN BRANDS BCN, S.L.;BORN ROSE;110.000,00 €;13/10/2020;Barcelona;Cataluña;B67371088;;;;;
249;BORN BRANDS BCN, S.L.;BORN ROSE;110.000,00 €;13/10/2020;Barcelona;Cataluña;B67371088;;;;;
250;INTERNATIONAL BOARDING SOLUTIONS, S.L.;iboardings;300.000,00 €;13/10/2020;Málaga;Andalucía;B93458891;;;;;
251;SOLUCIONES TÉCNICAS MTECH, S.L.;MTECH GROUP;290.000,00 €;13/10/2020;Madrid;Madrid, Comunidad de;;;;;;
252;IALTITUDE TRAINING, S.L.;iAltitude;250.000,00 €;13/10/2020;Madrid;Madrid, Comunidad de;B87293916;;;;;
253;SIVAC GROUP INTERNATIONAL COMMERCE, S.L.;Kit Nature;59.000,00 €;13/10/2020;Madrid;Madrid, Comunidad de;B86599263;;;;;
254;WOKI CONSULTING EUROPA, S.L.;WOKI;150.000,00 €;13/10/2020;Madrid;Madrid, Comunidad de;B88383484;;;;;
255;NEKI CREACTIVOS, S.L.;Neki;200.000,00 €;08/10/2020;Zaragoza;Aragón;B99418634;;;;;
256;NEKI CREACTIVOS, S.L.;Neki;200.000,00 €;08/10/2020;Zaragoza;Aragón;B99418634;;;;;
257;COCOPI FOOD, S.L.;Cocopi;194.000,00 €;08/10/2020;Madrid;Madrid, Comunidad de;B19613488;;;;;
258;COCOPI FOOD, S.L.;Cocopi;194.000,00 €;08/10/2020;Madrid;Madrid, Comunidad de;B19613488;;;;;
259;COCOPI FOOD, S.L.;Cocopi;194.000,00 €;08/10/2020;Madrid;Madrid, Comunidad de;B19613488;;;;;
260;ALOCA 2018, S.L.;KODUZ;167.000,00 €;08/10/2020;Barcelona;Cataluña;B67114140;;;;;
261;JUNIPER BARCELONA, S.L.;Wemuse;90.000,00 €;08/10/2020;Barcelona;Cataluña;B67239194;;;;;
262;COFFEE IS INCAPTO, S.L.;INCAPTO;140.000,00 €;08/10/2020;Barcelona;Cataluña;B67609404;;;;;
263;FANDIT POWER, S.L.;FANDIT;120.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88445358;;;;;
264;SPARKLE SMILE, S.L.;QUICKWHITE, SPARKLE SMILE, DWF;75.800,00 €;06/10/2020;Málaga;Andalucía;B93136117;;;;;
265;MYDATAMOOD, S.L.;MYDATAMOOD;150.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88480983;;;;;
266;OLE OLA COMPLEMENTOS, S.L.;ECUE;37.000,00 €;06/10/2020;Cadiz;Andalucía;B11913720;;;;;
267;PVC ESPAI-LINE, S.L.;PVC ESPAI-LINE;180.000,00 €;06/10/2020;Málaga;Andalucía;B93699031;;;;;
268;POWERING REAL RIDER, S.L.;The poweringoffroad com;180.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;;;;;;
269;ECAPTURE RESEARCH AND DEVELOPMENT, S.L.;eCapture3D;141.000,00 €;06/10/2020;Badajoz;Extremadura;;;;;;
270;IGUANA INFORMATION TECHNOLOGIES, S.L.;IGUANA INFORMATION TECHNOLOGIES;170.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B83793166;;;;;
271;KRYSTALINE TECHNOLOGY, S.A.;KRYSTALINE;150.000,00 €;06/10/2020;Alicante/Alacant;Comunitat Valenciana;A54935788;;;;;
272;FIXTOE DEVICE, S.L.;FIXTOE;75.000,00 €;06/10/2020;Alicante/Alacant;Comunitat Valenciana;B42555698;;;;;
273;HEIMDAL SEGURIDAD, S.L.;EVOLUZIONA - BUSAE;147.000,00 €;06/10/2020;Valencia/València;Comunitat Valenciana;B98035678;;;;;
274;ESKARIAM ADVISORS, S.L.;ESKARIAM;225.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88159124;;;;;
275;VEGA ENERGY TECHNOLOGIES, S.L.;VEGA CHARGERS;180.000,00 €;06/10/2020;Barcelona;Cataluña;B67517813;;;;;
276;SERVI RENTING, S.L.;SERVI RENTING;300.000,00 €;23/10/2020;Tarragona;Cataluña;B43403302;;;;;
277;INMOTION CLOUD, S.L.;INMOTION FOOD;225.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88470000;;;;;
278;RETHINK FOODS COMPANY, S.L.;Pink Albatross;122.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88273792;;;;;
279;JUMP INTO REALITY, S.L.;JUMP INTO REALITY;207.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B87867784;;;;;
280;KNOWLEDGE MEDIA, S.L.;Aureo;175.000,00 €;06/10/2020;Barcelona;Cataluña;B67459297;;;;;
281;APPLIED ARTIFICIAL INTELLIGENCE, S.L.;ATES TECH;100.000,00 €;06/10/2020;Valencia/València;Comunitat Valenciana;B40566184;;;;;
282;ALIMENTANDO UN FUTURO SANO, S.L.;NANA;115.000,00 €;06/10/2020;Murcia;Murcia, Región de;B05528120;;;;;
283;SERVANTRIP NETWORK, S.L.;SERVANTRIP;241.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B87247359;;;;;
284;SERVANTRIP NETWORK, S.L.;SERVANTRIP;241.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B87247359;;;;;
285;GRUPO LOR VICENTE, S.L.U.;GRUPO LOR VICENTE;121.000,00 €;28/09/2020;Zaragoza;Aragón;;;;;;
286;HOMEBED SPAIN, S.L.U.;HomeBed;180.000,00 €;24/09/2020;Murcia;Murcia, Región de;;;;;;
287;DATIVE PARTNERS, S.L.;DATIVE;295.000,00 €;24/09/2020;Bizkaia;País Vasco;B95892055;;;;;
288;BRAINLANG, S.L.;Brainlang;200.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B87267472;;;;;
289;BRAINLANG, S.L.;Brainlang;200.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B87267472;;;;;
290;BIRKA COMPOSITES, S.L.U.;Birka Composites Group;180.000,00 €;24/09/2020;Zaragoza;Aragón;;;;;;
291;THE WISE SEEKER, S.L.;The Wise Seeker;180.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B88209929;;;;;
292;BRAINY COMMERCE, S.L.;BRAINY COMMERCE;100.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B88059357;;;;;
293;ATRIA TECNOLOGÍA Y PSICOLOGÍA, S.L.;Serenmind;120.000,00 €;24/09/2020;Valencia/València;Comunitat Valenciana;;;;;;
294;REG TECH ADVANCED SOLUTIONS, S.L.;REGTECH;50.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B88048327;;;;;
295;INNOVATIVE CSR TECHNOLOGIES AND CONSULTING, S.L.;Aplanet;195.000,00 €;24/09/2020;Bizkaia;País Vasco;B95951588;;;;;
296;YUCOACH SERVICE, S.L.;Yucoach;60.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;;;;;;
297;THE CROSS EXPERIENCE, S.L.;THE CROSS EXPERIENCE;25.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B88191663;;;;;
298;GALIVI SOLAR, S.L.;GALIVI;200.000,00 €;24/09/2020;Murcia;Murcia, Región de;B54212873;;;;;
299;GALIVI SOLAR, S.L.;GALIVI;200.000,00 €;24/09/2020;Murcia;Murcia, Región de;B54212873;;;;;
300;EVER HEALTH, S.L.;EVERHEALTH;225.000,00 €;24/09/2020;Madrid;Madrid, Comunidad de;B87284410;;;;;
301;CEGASEL ROCAS ORNAMENTALES, S.L.U.;CEGASEL;210.000,00 €;22/09/2020;Madrid;Madrid, Comunidad de;;;;;;
302;LANGUAGE REPUBLIC, S.L.;Ynsitu;188.000,00 €;22/09/2020;Huesca;Aragón;B22424063;;;;;
303;EAST CODERS, S.L.;Journify;145.000,00 €;22/09/2020;Valencia/València;Comunitat Valenciana;B98948045;;;;;
304;NEOPPVAOUT, S.L.;WOSH;225.000,00 €;22/09/2020;Barcelona;Cataluña;B67395509;;;;;
305;AEROMEDIA UAV, S.L.;AEROMEDIA;275.000,00 €;22/09/2020;Coruña, A;Galicia;B70341649;;;;;
306;HANNUN, S.L.;HANNUN;110.000,00 €;22/09/2020;Barcelona;Cataluña;B67120683;;;;;
307;HANNUN, S.L.;HANNUN;110.000,00 €;22/09/2020;Barcelona;Cataluña;B67120683;;;;;
308;ELINGUA, S.L.;LINGUA FACTORY;100.000,00 €;22/09/2020;Madrid;Madrid, Comunidad de;B83069286;;;;;
309;ELINGUA, S.L.;LINGUA FACTORY;100.000,00 €;22/09/2020;Madrid;Madrid, Comunidad de;B83069286;;;;;
310;POCKETPIANO, S.L.;PocketPiano;300.000,00 €;22/09/2020;Barcelona;Cataluña;B66977513;;;;;
311;GESTION INTEGRAL DE CATERING Y SERVICIOS, S.L.U.;GESTION INTEGRAL DE CATERING Y SERVICIOS;200.000,00 €;22/09/2020;Madrid;Madrid, Comunidad de;;;;;;
312;ASTROLAND INTERPLANETARY AGENCY, S.L.;ASTROLAND AGENCY;225.000,00 €;22/09/2020;Cantabria;Cantabria;B39860739;;;;;
313;TALENTFY  RECRUITING, S.L.;TALENTFY  RECRUITING;115.000,00 €;22/09/2020;Barcelona;Cataluña;;;;;;
314;GROWLIA, S.L.;Growlia;160.000,00 €;22/09/2020;Barcelona;Cataluña;B67497172;;;;;
315;YOUKAST, S.L.;Youkast;75.000,00 €;17/09/2020;Araba/Álava;País Vasco;B01585348;;;;;
316;INSTITUTO TECNOCREATIVO, S.L.;La Tecnocreativa;200.000,00 €;17/09/2020;Madrid;Madrid, Comunidad de;B88375076;;;;;
317;CHOCOLATES LA COLONIAL DE EUREKA, S.A.;LA COLONIAL;300.000,00 €;17/09/2020;Madrid;Madrid, Comunidad de;A11003274;;;;;
318;ASSEMBLER SCHOOL, S.L.;Assembler;150.000,00 €;17/09/2020;Barcelona;Cataluña;B67435511;;;;;
319;MYRA SELF CHECK-IN, S.L.;MYRA;60.000,00 €;15/09/2020;Madrid;Madrid, Comunidad de;B88380381;;;;;
320;GRUPO INVERSOR JGMONSERDA GALLARDO 8, S.L.;TRATANTES MONSERDA;150.000,00 €;15/09/2020;Lugo;Galicia;B27500974;;;;;
321;GOKOAN EDUCATION, S.L.;GOKOAN;100.000,00 €;15/09/2020;Valencia/València;Comunitat Valenciana;B40557506;;;;;
322;AGROSINGULARITY, S.L.;agrosingularity;85.000,00 €;15/09/2020;Murcia;Murcia, Región de;B05545231;;;;;
323;FINTECA TECH, S.L.;Finteca;175.000,00 €;19/12/2019;Barcelona;Cataluña;B67055715;;;;;
324;BIOFRESHTEC, S.L.;BIOFRESHTECH;125.000,00 €;17/12/2020;Barcelona;Cataluña;B67048892;;;;;
325;KNOWEE CARDS, S.L.;Knowee;100.000,00 €;16/12/2020;Madrid;Madrid, Comunidad de;B86815172;;;;;
326;KNOWEE CARDS, S.L.;Knowee;100.000,00 €;16/12/2020;Madrid;Madrid, Comunidad de;B86815172;;;;;
327;ITESTIT, S.L.;ITESTIT SL;160.000,00 €;16/12/2020;Barcelona;Cataluña;B66098328;;;;;
328;ITESTIT, S.L.;ITESTIT SL;160.000,00 €;16/12/2020;Barcelona;Cataluña;B66098328;;;;;
329;DILEMMA SOLUTIONS, S.L.;DILEMMA;188.000,00 €;15/12/2020;Coruña, A;Galicia;B70558259;;;;;
330;4I INTELLIGENT INSIGHTS, S.L.;4i;149.000,00 €;14/12/2020;Sevilla;Andalucía;B90402983;;;;;
331;CREDEXIA MARKETING, S.L.U.;CREDEXIA;210.000,00 €;11/12/2020;Valencia/València;Comunitat Valenciana;;;;;;
332;EXPONENTIAL RENEWABLES, S.L.;X1 Wind;300.000,00 €;11/12/2020;Barcelona;Cataluña;B67031294;;;;;
333;OZONE DRIVE, S.L.;OZONE DRIVE, SL;200.000,00 €;10/12/2020;Madrid;Madrid, Comunidad de;B86126547;;;;;
334;OZONE DRIVE, S.L.;OZONE DRIVE, SL;200.000,00 €;10/12/2020;Madrid;Madrid, Comunidad de;B86126547;;;;;
335;ADDVANCE MANUFACTURING TECHNOLOGIES, S.L.;ADDVANCE;50.000,00 €;10/12/2020;Madrid;Madrid, Comunidad de;B88352091;;;;;
336;WOFFU JOB ORGANIZER, S.L.;WOFFU;225.000,00 €;09/12/2020;Barcelona;Cataluña;B66473869;;;;;
337;WOFFU JOB ORGANIZER, S.L.;WOFFU;225.000,00 €;09/12/2020;Barcelona;Cataluña;B66473869;;;;;
338;WOFFU JOB ORGANIZER, S.L.;WOFFU;225.000,00 €;09/12/2020;Barcelona;Cataluña;B66473869;;;;;
339;NUCAPS NANOTECHNOLOGY, S.L.;Nucaps;100.000,00 €;04/12/2020;Navarra;Navarra, Comunidad Foral de;B71324503;;;;;
340;NUCAPS NANOTECHNOLOGY, S.L.;Nucaps;100.000,00 €;04/12/2020;Navarra;Navarra, Comunidad Foral de;B71324503;;;;;
341;ENLIGHTING TECHNOLOGIES, S.L.;KUMUX;200.000,00 €;02/12/2020;Barcelona;Cataluña;B67033357;;;;;
342;ALICE BIOMETRICS, S.L.;ALiCE;225.000,00 €;01/12/2020;Pontevedra;Galicia;B27872217;;;;;
343;EOLOS FLOATING LIDAR SOLUTIONS, S.L.;EOLOS FLOATING LIDAR SOLUTIONS;995.000,00 €;27/11/2020;Barcelona;Cataluña;B66258906;;;;;
344;EOLOS FLOATING LIDAR SOLUTIONS, S.L.;EOLOS FLOATING LIDAR SOLUTIONS;995.000,00 €;27/11/2020;Barcelona;Cataluña;B66258906;;;;;
345;GOFRA GAMES, S.L.;SUM Project;120.000,00 €;27/11/2020;Barcelona;Cataluña;B40660714;;;;;
346;INNOVAMAT EDUCATION, S.L.;InnovaMat;75.000,00 €;25/11/2020;Barcelona;Cataluña;B67098129;;;;;
347;INNOVAMAT EDUCATION, S.L.;InnovaMat;75.000,00 €;25/11/2020;Barcelona;Cataluña;B67098129;;;;;
348;MARSI BIONICS, S.L.;MARSI BIONICS;200.000,00 €;19/11/2020;Madrid;Madrid, Comunidad de;B86756483;;;;;
349;MARSI BIONICS, S.L.;MARSI BIONICS;200.000,00 €;19/11/2020;Madrid;Madrid, Comunidad de;B86756483;;;;;
350;BIEL GLASSES, S.L.;BIEL SMARTGAZE;150.000,00 €;17/11/2020;Barcelona;Cataluña;B67110106;;;;;
351;GOODGUT, S.L.;GOODGUT;300.000,00 €;16/11/2020;Girona;Cataluña;B55206916;;;;;
352;PLAYONCONTENT, S.L.;Playoncontent;160.000,00 €;04/11/2020;Madrid;Madrid, Comunidad de;B87636551;;;;;
353;OPSEEKER TECH, S.L.;OpSeeker;50.000,00 €;28/10/2020;Coruña, A;Galicia;B70494968;;;;;
354;CONNECTHINK INNOVATION, S.L.;Connecthink;25.000,00 €;26/10/2020;Barcelona;Cataluña;B66724311;;;;;
355;BARCELONA SMART TECHNOLOGIES, S.L.;URBIOTICA;180.000,00 €;23/10/2020;Barcelona;Cataluña;B66849514;;;;;
356;KENMEI TECHNOLOGIES, S.L.;KENMEI;240.000,00 €;23/10/2020;Valencia/València;Comunitat Valenciana;B98982622;;;;;
357;AMALFI ANALYTICS, S.L.;Amalfi Analytics;200.000,00 €;23/10/2020;Barcelona;Cataluña;B67056754;;;;;
358;ACERCA FITS, S.L.;iDocCar;250.000,00 €;22/10/2020;Madrid;Madrid, Comunidad de;B87416111;;;;;
359;JOB SEARCH TECHNOLOGIES, S.L.;CURROFINDER;133.000,00 €;13/10/2020;Madrid;Madrid, Comunidad de;B88215355;;;;;
360;NIIKIIS KNOWTION, S.L.;niikiis;195.000,00 €;08/10/2020;Barcelona;Cataluña;B67313791;;;;;
361;AR VISION 2049, S.L.;AR VISION;78.000,00 €;06/10/2020;Madrid;Madrid, Comunidad de;B88419635;;;;;
362;MAKE AND LEARN, S.L.;Make And Learn;150.000,00 €;24/09/2020;Barcelona;Cataluña;B66599473;;;;;
363;TRADER BUSINESS SCHOOL, S.L.;TRADER BUSINESS SCHOOL;30.000,00 €;11/09/2020;Sevilla;Andalucía;B90424938;;;;;
364;ABIONICA SOLUTIONS (SOCIEDAD UNIPERSONAL), S.L.P.;ABIONICA;68.000,00 €;11/09/2020;Alicante/Alacant;Comunitat Valenciana;;;;;;
365;KONECTA TRADERON, S.L.U.;MEDIKINES;71.000,00 €;10/09/2020;Barcelona;Cataluña;;;;;;
366;DUDY SOLUTIONS, S.L.;DUDYFIT;68.000,00 €;08/09/2020;Madrid;Madrid, Comunidad de;B88570239;;;;;
367;SHARRYUP ADVENTURES COMMUNITY, S.L.;Sharryup Adventures Community;61.000,00 €;23/04/2020;Barcelona;Cataluña;B67185678;;;;;
368;YONO STUDIOS, S.L.;THEDOGER;58.000,00 €;16/04/2020;Madrid;Madrid, Comunidad de;B88295290;;;;;
369;TAMM CHEMICALS SPAIN, S.L.;TAMM;300.000,00 €;11/09/2020;Balears, Illes;Balears, Illes;B87626248;;;;;
370;POLYJUICE, S.L.;Myhair;180.000,00 €;11/09/2020;Barcelona;Cataluña;B67403733;;;;;
371;CATEVERING, S.L.;Catevering;150.000,00 €;11/09/2020;Barcelona;Cataluña;B67213827;;;;;
372;CATEVERING, S.L.;Catevering;150.000,00 €;11/09/2020;Barcelona;Cataluña;B67213827;;;;;
373;INNOLAPPS, S.L.;PSONRIE;96.000,00 €;11/09/2020;Barcelona;Cataluña;B66640962;;;;;
374;INNOLAPPS, S.L.;PSONRIE;96.000,00 €;11/09/2020;Barcelona;Cataluña;B66640962;;;;;
375;ALASATURE, S.L.;Alasature Healthy Lifestyles;120.000,00 €;11/09/2020;Coruña, A;Galicia;B70467923;;;;;
376;MY DNA MAP, S.L.;myDNAmap;195.000,00 €;09/09/2020;Guipuzkoa;País Vasco;B88257928;;;;;
377;HEALTH CARE & DENTAL GROUP INTERMEDIATION COMPANY, S.L.;GENIUX;152.000,00 €;08/09/2020;Madrid;Madrid, Comunidad de;;;;;;
378;POWERINSTEP, S.L.;Powerinstep;125.000,00 €;03/09/2020;Barcelona;Cataluña;B66245796;;;;;
379;PARIMEX, S.A.;VOGUE;70.000,00 €;03/09/2020;Barcelona;Cataluña;A08232175;;;;;
380;HOLAFLY, S.L.;Holafly;157.000,00 €;03/09/2020;Murcia;Murcia, Región de;B05508056;;;;;
381;SANDWICHERIA DELICATESSEN, S.L.;Puccias;100.000,00 €;19/06/2020;Madrid;Madrid, Comunidad de;B88082508;;;;;
382;DINDOG TECH, S.L.;DINDOG;254.000,00 €;19/06/2020;Barcelona;Cataluña;B66750449;;;;;
383;DINDOG TECH, S.L.;DINDOG;254.000,00 €;19/06/2020;Barcelona;Cataluña;B66750449;;;;;
